ID,Gene Name,Species,KEGG_PATHWAY
ENSMUST00000226753,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7(Slc7a7)",Mus musculus,"mmu04974:Protein digestion and absorption,"
ENSMUST00000118383,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9(Slc7a9)",Mus musculus,"mmu04974:Protein digestion and absorption,"
ENSMUST00000021077,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1(Slc9a3r1)",Mus musculus,"mmu04530:Tight junction,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu05165:Human papillomavirus infection,"
ENSMUST00000221703,"solute carrier family 9 (sodium/hydrogen exchanger), member 3(Slc9a3)",Mus musculus,"mmu04964:Proximal tubule bicarbonate reclamation,mmu04974:Protein digestion and absorption,mmu04976:Bile secretion,mmu04978:Mineral absorption,"
"ENSMUST00000109861, ENSMUST00000109858","solute carrier protein family 52, member 3(Slc52a3)",Mus musculus,"mmu04977:Vitamin digestion and absorption,"
ENSMUST00000146390,somatostatin receptor 2(Sstr2),Mus musculus,"mmu04024:cAMP signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04935:Growth hormone synthesis, secretion and action,mmu04971:Gastric acid secretion,"
ENSMUST00000050916,sorting nexin 33(Snx33),Mus musculus,"mmu05132:Salmonella infection,"
ENSMUST00000211094,spexin hormone(Spx),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000106388,sphingosine kinase 1(Sphk1),Mus musculus,"mmu00600:Sphingolipid metabolism,mmu01100:Metabolic pathways,mmu04020:Calcium signaling pathway,mmu04071:Sphingolipid signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04370:VEGF signaling pathway,mmu04371:Apelin signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu05152:Tuberculosis,"
ENSMUST00000087978,sphingosine-1-phosphate receptor 3(S1pr3),Mus musculus,"mmu04071:Sphingolipid signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000120135,spleen tyrosine kinase(Syk),Mus musculus,"mmu04064:NF-kappa B signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04380:Osteoclast differentiation,mmu04611:Platelet activation,mmu04613:Neutrophil extracellular trap formation,mmu04625:C-type lectin receptor signaling pathway,mmu04650:Natural killer cell mediated cytotoxicity,mmu04662:B cell receptor signaling pathway,mmu04664:Fc epsilon RI signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu05152:Tuberculosis,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05168:Herpes simplex virus 1 infection,mmu05169:Epstein-Barr virus infection,mmu05171:Coronavirus disease - COVID-19,mmu05203:Viral carcinogenesis,"
ENSMUST00000022709,sprouty RTK signaling antagonist 2(Spry2),Mus musculus,"mmu05206:MicroRNAs in cancer,"
ENSMUST00000107663,src family associated phosphoprotein 1(Skap1),Mus musculus,"mmu04015:Rap1 signaling pathway,"
ENSMUST00000023806,sterol O-acyltransferase 2(Soat2),Mus musculus,"mmu00100:Steroid biosynthesis,mmu04979:Cholesterol metabolism,"
ENSMUST00000057311,stratifin(Sfn),Mus musculus,"mmu04110:Cell cycle,mmu04115:p53 signaling pathway,mmu04960:Aldosterone-regulated sodium reabsorption,"
ENSMUST00000119917,suppressor of cytokine signaling 2(Socs2),Mus musculus,"mmu04630:JAK-STAT signaling pathway,mmu04910:Insulin signaling pathway,mmu04917:Prolactin signaling pathway,mmu04930:Type II diabetes mellitus,mmu04935:Growth hormone synthesis, secretion and action,"
ENSMUST00000045540,suppressor of cytokine signaling 7(Socs7),Mus musculus,"mmu04630:JAK-STAT signaling pathway,mmu04917:Prolactin signaling pathway,"
ENSMUST00000143275,synaptopodin(Synpo),Mus musculus,"mmu04530:Tight junction,"
ENSMUST00000087908,syntaxin 16(Stx16),Mus musculus,"mmu04130:SNARE interactions in vesicular transport,"
ENSMUST00000100680,syntaxin 2(Stx2),Mus musculus,"mmu04130:SNARE interactions in vesicular transport,mmu04721:Synaptic vesicle cycle,"
ENSMUST00000115410,"synuclein, alpha interacting protein (synphilin)(Sncaip)",Mus musculus,"mmu05012:Parkinson disease,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000026466,tachykinin 2(Tac2),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000113594,tec protein tyrosine kinase(Tec),Mus musculus,"mmu04380:Osteoclast differentiation,mmu04660:T cell receptor signaling pathway,"
ENSMUST00000118952,terminal nucleotidyltransferase 4B(Tent4b),Mus musculus,"mmu03018:RNA degradation,"
ENSMUST00000033230,threonine aldolase 1(Tha1),Mus musculus,"mmu00260:Glycine, serine and threonine metabolism,mmu01100:Metabolic pathways,mmu01230:Biosynthesis of amino acids,"
ENSMUST00000099270,thrombomodulin(Thbd),Mus musculus,"mmu04610:Complement and coagulation cascades,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000098660,"thrombospondin, type I, domain containing 4(Thsd4)",Mus musculus,"mmu04350:TGF-beta signaling pathway,"
ENSMUST00000091471,thyroid hormone receptor beta(Thrb),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,mmu04919:Thyroid hormone signaling pathway,"
ENSMUST00000024119,thyroid hormone receptor interactor 6(Trip6),Mus musculus,"mmu04621:NOD-like receptor signaling pathway,"
ENSMUST00000045744,tight junction protein 3(Tjp3),Mus musculus,"mmu04530:Tight junction,"
ENSMUST00000059349,toll-like receptor 1(Tlr1),Mus musculus,"mmu04620:Toll-like receptor signaling pathway,mmu05152:Tuberculosis,"
"ENSMUST00000111662, ENSMUST00000111646","transcription factor 7 like 2, T cell specific, HMG box(Tcf7l2)",Mus musculus,"mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu04936:Alcoholic liver disease,mmu05132:Salmonella infection,mmu05165:Human papillomavirus infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05200:Pathways in cancer,mmu05210:Colorectal cancer,mmu05213:Endometrial cancer,mmu05215:Prostate cancer,mmu05216:Thyroid cancer,mmu05217:Basal cell carcinoma,mmu05221:Acute myeloid leukemia,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,"
ENSMUST00000109071,"transcription factor 7, T cell specific(Tcf7)",Mus musculus,"mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu04936:Alcoholic liver disease,mmu05132:Salmonella infection,mmu05165:Human papillomavirus infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05200:Pathways in cancer,mmu05210:Colorectal cancer,mmu05213:Endometrial cancer,mmu05215:Prostate cancer,mmu05216:Thyroid cancer,mmu05217:Basal cell carcinoma,mmu05221:Acute myeloid leukemia,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,"
ENSMUST00000135211,transducin-like enhancer of split 2(Tle2),Mus musculus,"mmu04310:Wnt signaling pathway,mmu04330:Notch signaling pathway,"
ENSMUST00000052011,transducin-like enhancer of split 4(Tle4),Mus musculus,"mmu04310:Wnt signaling pathway,mmu04330:Notch signaling pathway,"
ENSMUST00000112645,transferrin(Trf),Mus musculus,"mmu04066:HIF-1 signaling pathway,mmu04216:Ferroptosis,mmu04978:Mineral absorption,"
ENSMUST00000029311,"transient receptor potential cation channel, subfamily C, member 4(Trpc4)",Mus musculus,"mmu04360:Axon guidance,mmu04929:GnRH secretion,"
ENSMUST00000040489,"transient receptor potential cation channel, subfamily M, member 6(Trpm6)",Mus musculus,"mmu04978:Mineral absorption,"
ENSMUST00000111816,tripartite motif-containing 71(Trim71),Mus musculus,"mmu05206:MicroRNAs in cancer,"
ENSMUST00000033184,tripeptidyl peptidase I(Tpp1),Mus musculus,"mmu04142:Lysosome,"
ENSMUST00000016399,"tubulin, beta 1 class VI(Tubb1)",Mus musculus,"mmu04145:Phagosome,mmu04540:Gap junction,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05132:Salmonella infection,"
ENSMUST00000046383,"tumor necrosis factor (ligand) superfamily, member 10(Tnfsf10)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04061:Viral protein interaction with cytokine and cytokine receptor,mmu04068:FoxO signaling pathway,mmu04210:Apoptosis,mmu04217:Necroptosis,mmu04650:Natural killer cell mediated cytotoxicity,mmu05132:Salmonella infection,mmu05164:Influenza A,mmu05417:Lipid and atherosclerosis,"
ENSMUST00000079772,"tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)(Tnfrsf11b)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04380:Osteoclast differentiation,"
ENSMUST00000101103,"tumor necrosis factor receptor superfamily, member 13b(Tnfrsf13b)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04672:Intestinal immune network for IgA production,mmu05340:Primary immunodeficiency,"
ENSMUST00000225730,"tumor necrosis factor receptor superfamily, member 19(Tnfrsf19)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,"
ENSMUST00000007949,twist basic helix-loop-helix transcription factor 2(Twist2),Mus musculus,"mmu05205:Proteoglycans in cancer,"
ENSMUST00000046426,two pore channel 1(Tpcn1),Mus musculus,"mmu04020:Calcium signaling pathway,"
ENSMUST00000165394,ubiquitin-conjugating enzyme E2M(Ube2m),Mus musculus,"mmu04120:Ubiquitin mediated proteolysis,"
ENSMUST00000177517,unc-13 homolog A(Unc13a),Mus musculus,"mmu04721:Synaptic vesicle cycle,"
ENSMUST00000218637,unc-5 netrin receptor B(Unc5b),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000100433,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5) decarboxylase(Urad),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000099126,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)(Mafb)",Mus musculus,"mmu04928:Parathyroid hormone synthesis, secretion and action,"
ENSMUST00000040967,vacuolar protein sorting 37B(Vps37b),Mus musculus,"mmu04144:Endocytosis,"
ENSMUST00000067935,vacuolar protein sorting 37D(Vps37d),Mus musculus,"mmu04144:Endocytosis,"
ENSMUST00000011315,vasoactive intestinal peptide receptor 2(Vipr2),Mus musculus,"mmu04024:cAMP signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000169220,vav 1 oncogene(Vav1),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04024:cAMP signaling pathway,mmu04062:Chemokine signaling pathway,mmu04510:Focal adhesion,mmu04650:Natural killer cell mediated cytotoxicity,mmu04660:T cell receptor signaling pathway,mmu04662:B cell receptor signaling pathway,mmu04664:Fc epsilon RI signaling pathway,mmu04666:Fc gamma R-mediated phagocytosis,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu05135:Yersinia infection,mmu05205:Proteoglycans in cancer,mmu05417:Lipid and atherosclerosis,"
ENSMUST00000095950,vesicle transport through interaction with t-SNAREs 1A(Vti1a),Mus musculus,"mmu04130:SNARE interactions in vesicular transport,"
ENSMUST00000067530,"vesicle-associated membrane protein, associated protein B and C(Vapb)",Mus musculus,"mmu04979:Cholesterol metabolism,mmu05014:Amyotrophic lateral sclerosis,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000023119,"vitamin D (1,25-dihydroxyvitamin D3) receptor(Vdr)",Mus musculus,"mmu04928:Parathyroid hormone synthesis, secretion and action,mmu04961:Endocrine and other factor-regulated calcium reabsorption,mmu04978:Mineral absorption,mmu05152:Tuberculosis,mmu05207:Chemical carcinogenesis - receptor activation,"
ENSMUST00000102758,voltage-dependent anion channel 1(Vdac1),Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04217:Necroptosis,mmu04218:Cellular senescence,mmu04613:Neutrophil extracellular trap formation,mmu04621:NOD-like receptor signaling pathway,mmu04979:Cholesterol metabolism,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05014:Amyotrophic lateral sclerosis,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05164:Influenza A,mmu05166:Human T-cell leukemia virus 1 infection,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000022293,voltage-dependent anion channel 2(Vdac2),Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04216:Ferroptosis,mmu04217:Necroptosis,mmu04218:Cellular senescence,mmu04613:Neutrophil extracellular trap formation,mmu04621:NOD-like receptor signaling pathway,mmu04979:Cholesterol metabolism,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05166:Human T-cell leukemia virus 1 infection,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000006718,"wingless-type MMTV integration site family, member 10A(Wnt10a)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
"ENSMUST00000226610, ENSMUST00000228594","wingless-type MMTV integration site family, member 10B(Wnt10b)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000029429,"wingless-type MMTV integration site family, member 2B(Wnt2b)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000000127,"wingless-type MMTV integration site family, member 3(Wnt3)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05206:MicroRNAs in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000010044,"wingless-type MMTV integration site family, member 3A(Wnt3a)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05206:MicroRNAs in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000117171,"wingless-type MMTV integration site family, member 5B(Wnt5b)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04360:Axon guidance,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
"ENSMUST00000229191, ENSMUST00000167968","wingless-type MMTV integration site family, member 7B(Wnt7b)",Mus musculus,"mmu04150:mTOR signaling pathway,mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu05010:Alzheimer disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05217:Basal cell carcinoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000166339,wolframin ER transmembrane glycoprotein(Wfs1),Mus musculus,"mmu04141:Protein processing in endoplasmic reticulum,"
ENSMUST00000093852,zinc finger and BTB domain containing 16(Zbtb16),Mus musculus,"mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05221:Acute myeloid leukemia,"
ENSMUST00000043896,zinc finger homeobox 3(Zfhx3),Mus musculus,"mmu04550:Signaling pathways regulating pluripotency of stem cells,"
ENSMUST00000122387,zinc finger protein 30(Zfp30),Mus musculus,"mmu05168:Herpes simplex virus 1 infection,"
ENSMUST00000051665,zinc finger protein 316(Zfp316),Mus musculus,"mmu05168:Herpes simplex virus 1 infection,"
